time,high
950,1.05755
951,1.05724
952,1.05747
953,1.05725
954,1.05829
955,1.05734
956,1.05626
957,1.05512
958,1.05463
959,1.05455
960,1.05421
961,1.05398
962,1.05349
963,1.05268
964,1.05202
965,1.05154
966,1.05079
967,1.05112
968,1.05078
969,1.05048
970,1.05137
971,1.05107
972,1.05175
973,1.05381
974,1.05425
975,1.05592
976,1.05471
977,1.05259
978,1.05451
979,1.05737
980,1.0564
981,1.05588
982,1.05659
983,1.05598
984,1.05594
985,1.0556
986,1.05631
987,1.05593
988,1.05621
989,1.05699
990,1.05746
991,1.05775
992,1.05795
993,1.05693
994,1.05647
995,1.05649
996,1.05564
997,1.05446
998,1.05567
999,1.05549
1000,1.05583
1001,1.05406
1002,1.05359
1003,1.05366
1004,1.0534
1005,1.05337
1006,1.05336
1007,1.05317
1008,1.05302
1009,1.0532
1010,1.05318
1011,1.0532
1012,1.05302
1013,1.05335
1014,1.0536
1015,1.05387
1016,1.05448
1017,1.05433
1018,1.05513
1019,1.0562
1020,1.05665
1021,1.05564
1022,1.05501
1023,1.05292
1024,1.05476
1025,1.05574
1026,1.05439
1027,1.05372
1028,1.05251
1029,1.05266
1030,1.05227
1031,1.05129
1032,1.05143
1033,1.05152
1034,1.05145
1035,1.05183
1036,1.05241
1037,1.0521
1038,1.05207
1039,1.05212
1040,1.05171
1041,1.04528
1042,1.04341
1043,1.04341
1044,1.04163
1045,1.04167
1046,1.04112
1047,1.04004
1048,1.03983
1049,1.03728
1050,1.03642
1051,1.03702
1052,1.03725
1053,1.03778
1054,1.03795
1055,1.03812
1056,1.03809
1057,1.03787
1058,1.0382
1059,1.03845
1060,1.03929
1061,1.03933
1062,1.03981
1063,1.03956
1064,1.04018
1065,1.04093
1066,1.03907
1067,1.038
1068,1.03902
1069,1.0383
1070,1.03643
1071,1.03806
1072,1.04039
1073,1.04106
1074,1.04067
1075,1.03997
1076,1.04026
1077,1.04045
1078,1.04025
1079,1.04062
1080,1.04015
1081,1.04043
1082,1.04088
1083,1.03996
1084,1.0396
1085,1.03968
1086,1.04037
1087,1.04023
1088,1.04146
1089,1.04204
1090,1.04254
1091,1.04269
1092,1.04278
1093,1.04237
1094,1.04178
1095,1.04059
1096,1.04089
1097,1.04219
1098,1.04229
1099,1.04317
1100,1.04368
1101,1.04327
1102,1.04348
1103,1.04337
1104,1.04377
1105,1.04466
1106,1.04424
1107,1.04437
1108,1.04375
1109,1.044
1110,1.04461
1111,1.04554
1112,1.04632
1113,1.04743
1114,1.04805
1115,1.05015
1116,1.05351
1117,1.05385
1118,1.05347
1119,1.05354
1120,1.05358
1121,1.05406
1122,1.05459
1123,1.05382
1124,1.0544
1125,1.05483
1126,1.05498
1127,1.05501
1128,1.05481
1129,1.0556
1130,1.05468
1131,1.05363
1132,1.05305
1133,1.05321
1134,1.0535
1135,1.05283
1136,1.0519
1137,1.05076
1138,1.05152
1139,1.05221
1140,1.05136
1141,1.05185
1142,1.05291
1143,1.05095
1144,1.0502
1145,1.04905
1146,1.04821
1147,1.04792
1148,1.04702
1149,1.04641
1150,1.04641
1151,1.04693
1152,1.04726
1153,1.04844
1154,1.0485
1155,1.04922
1156,1.05013
1157,1.05015
1158,1.04941
1159,1.04848
1160,1.048
1161,1.04944
1162,1.04945
1163,1.05155
1164,1.05262
1165,1.05309
1166,1.0554
1167,1.05728
1168,1.05872
1169,1.05876
1170,1.05968
1171,1.06011
1172,1.05926
1173,1.05862
1174,1.05847
1175,1.05838
1176,1.0581
1177,1.05761
1178,1.0575
1179,1.05642
1180,1.05632
1181,1.05686
1182,1.05824
1183,1.05844
1184,1.05741
1185,1.0568
1186,1.05828
1187,1.05917
1188,1.05776
1189,1.05706
1190,1.05635
1191,1.05529
1192,1.05546
1193,1.05499
1194,1.05495
1195,1.05407
1196,1.05518
1197,1.0559
1198,1.05621
1199,1.05681
1200,1.05735
1201,1.05795
1202,1.05852
1203,1.05906
1204,1.05892
1205,1.05924
1206,1.06013
1207,1.06023
1208,1.06017
1209,1.06248
1210,1.06663
1211,1.06724
1212,1.06676
1213,1.0654
1214,1.06561
1215,1.06665
1216,1.0678
1217,1.06733
1218,1.068
1219,1.06886
1220,1.06889
1221,1.06895
1222,1.06898
1223,1.06874
1224,1.06853
1225,1.06766
1226,1.0671
1227,1.06644
1228,1.06691
1229,1.06681
1230,1.06657
1231,1.06797
1232,1.07103
1233,1.07174
1234,1.07119
1235,1.07123
1236,1.07151
1237,1.07094
1238,1.07217
1239,1.07339
1240,1.07329
1241,1.07388
1242,1.07319
1243,1.07276
1244,1.07316
1245,1.07344
1246,1.07329
1247,1.07353
1248,1.07354
1249,1.07275
1250,1.07171
1251,1.07118
1252,1.07099
1253,1.07098
1254,1.07058
1255,1.06998
1256,1.06908
1257,1.06766
1258,1.06708
1259,1.06667
1260,1.06642
1261,1.06537
1262,1.06602
1263,1.06732
1264,1.06695
1265,1.06589
1266,1.06637
1267,1.06759
1268,1.06855
1269,1.06775
1270,1.06815
1271,1.06874
1272,1.06901
1273,1.0696
1274,1.06966
1275,1.06952
1276,1.06954
1277,1.06916
1278,1.06755
1279,1.06712
1280,1.06857
1281,1.06842
1282,1.06978
1283,1.07153
1284,1.07109
1285,1.06988
1286,1.07062
1287,1.07136
1288,1.07209
1289,1.07173
1290,1.07093
1291,1.07176
1292,1.07218
1293,1.07275
1294,1.07284
1295,1.07301
1296,1.07321
1297,1.07355
1298,1.07497
1299,1.07571
1300,1.07583
1301,1.0756
1302,1.07504
1303,1.07469
1304,1.07441
1305,1.07346
1306,1.07235
1307,1.07072
1308,1.07084
1309,1.07176
1310,1.07296
1311,1.07302
1312,1.07079
1313,1.07103
1314,1.07136
1315,1.07244
1316,1.07314
1317,1.07312
1318,1.07331
1319,1.07328
